"Date","Home","Away","HomeWins","HPassCmp","APassCmp","HPassAtt","APassAtt","HPassPct","APassPct","HPassYds","APassYds","HPassTD","APassTD","HRushAtt","ARushAtt","HRushYds","ARushYds","HRushAvg","ARushAvg","HRushTD","ARushTD","HXPM","AXPM","HXPA","AXPA","HXPPercent","AXPPercent","HFGM","AFGM","HFGA","AFGA","HFGPercent","AFGPercent","HKickPts","AKickPts","HFum","AFum","HInt","AInt","HTotalTO","ATotalTO"
"10/26/2018","UCLA","Utah",0,20,14,40,22,50,63.6,164,145,0,1,26,50,127,325,4.9,6.5,1,4,1,5,1,5,100,100,1,2,2,2,50,100,4,11,1,0,2,1,3,1
"10/23/2018","South Alabama","Troy",0,18,9,30,16,60,56.3,275,158,2,3,45,35,110,252,2.4,7.2,0,2,2,3,2,3,100,100,1,1,2,1,50,100,5,6,0,1,3,1,3,2
"10/20/2018","Ball State","Eastern Michigan",0,21,22,39,28,53.8,78.6,157,257,1,3,32,49,227,163,7.1,3.3,2,3,2,6,2,6,100,100,0,0,1,1,0,0,2,6,1,1,1,0,2,1
"10/20/2018","Central Michigan","Western Michigan",0,11,5,28,9,39.3,55.6,122,51,0,0,44,55,147,305,3.3,5.5,1,5,1,5,1,5,100,100,1,0,1,0,100,NA,4,5,1,0,2,0,3,0
"10/20/2018","Duke","Virginia",0,23,21,42,34,54.8,61.8,262,198,2,1,27,44,58,178,2.1,4,0,2,2,2,2,2,100,100,0,2,0,4,NA,50,2,8,0,0,2,0,2,0
"10/20/2018","Florida State","Wake Forest",1,28,26,41,56,68.3,46.4,341,261,2,2,28,51,130,119,4.6,2.3,3,0,5,2,5,2,100,100,1,1,2,1,50,100,8,5,1,0,0,1,1,1
"10/20/2018","Iowa","Maryland",1,11,6,24,16,45.8,37.5,86,47,1,0,52,23,224,68,4.3,3,0,0,2,0,2,0,100,NA,3,0,3,0,100,NA,11,0,0,1,1,1,1,2
"10/20/2018","Marshall","Florida Atlantic",1,13,20,24,42,54.2,47.6,102,240,2,1,48,37,233,119,4.9,3.2,2,0,4,1,4,1,100,100,1,0,2,2,50,0,7,1,0,1,0,4,0,5
"10/20/2018","Middle Tennessee State","Charlotte",1,14,20,20,40,70,50,111,209,3,1,32,39,33,150,1,3.8,0,1,3,1,3,1,100,100,0,0,0,2,NA,0,3,1,1,0,1,2,2,2
"10/20/2018","Navy","Houston",0,10,25,16,39,62.5,64.1,178,413,1,3,68,25,344,157,5.1,6.3,4,3,3,7,3,7,100,100,1,0,1,1,100,0,6,7,0,1,1,1,1,2
"10/20/2018","Nebraska","Minnesota",1,25,20,30,36,83.3,55.6,276,349,3,1,43,36,383,125,8.9,3.5,4,3,6,2,6,2,100,100,1,0,1,0,100,NA,9,2,1,0,0,1,1,1
"10/20/2018","New Mexico","Fresno State",0,15,20,32,30,46.9,66.7,132,280,1,3,33,43,148,153,4.5,3.6,0,2,1,5,1,5,100,100,0,1,0,2,NA,50,1,8,0,0,1,0,1,0
"10/20/2018","Oregon State","California",0,17,17,33,26,51.5,65.4,146,234,0,3,41,43,95,305,2.3,7.1,1,3,1,7,1,7,100,100,0,0,0,0,NA,NA,1,7,0,1,2,0,2,1
"10/20/2018","San Diego State","San Jose State",1,7,27,11,37,63.6,73,86,233,0,0,47,34,207,62,4.4,1.8,1,1,1,1,1,1,100,100,3,2,3,2,100,100,10,7,1,0,0,1,1,1
"10/20/2018","South Florida","Connecticut",1,20,10,28,21,71.4,47.6,265,133,1,0,37,51,346,322,9.4,6.3,4,4,5,3,5,4,100,75,1,1,2,1,50,100,8,6,1,0,2,1,3,1
"10/20/2018","Texas Christian","Oklahoma",0,10,19,25,25,40,76,163,213,2,4,30,47,112,323,3.7,6.9,0,3,3,7,3,7,100,100,2,1,3,1,66.7,100,9,10,0,0,1,0,1,0
"10/30/2018","Bowling Green State","Kent State",0,21,14,38,24,55.3,58.3,231,157,3,2,39,50,86,225,2.2,4.5,0,3,2,5,2,5,100,100,2,0,3,0,66.7,NA,8,5,0,1,1,0,1,1
"10/30/2018","Buffalo","Miami (OH)",1,20,20,35,35,57.1,57.1,358,313,3,1,37,41,149,140,4,3.4,4,5,6,6,7,6,85.7,100,1,0,1,1,100,0,9,6,0,1,0,0,0,1
"10/27/2018","Air Force","Boise State",0,11,22,16,36,68.8,61.1,242,409,3,5,51,33,201,121,3.9,3.7,2,1,5,6,5,6,100,100,1,2,1,2,100,100,8,12,0,0,0,0,0,0
"10/27/2018","Arkansas","Vanderbilt",0,23,13,36,19,63.9,68.4,240,192,2,2,29,49,207,250,7.1,5.1,2,4,4,6,4,6,100,100,1,1,2,1,50,100,7,9,0,0,2,0,2,0
"10/27/2018","Brigham Young","Northern Illinois",0,18,10,30,21,60,47.6,208,115,0,0,37,36,93,89,2.5,2.5,0,1,0,1,0,1,NA,100,2,0,3,1,66.7,0,6,1,0,0,1,0,1,0
"10/27/2018","Colorado","Oregon State",0,24,34,39,54,61.5,63,319,345,2,3,36,45,217,114,6,2.5,1,2,4,3,4,4,100,75,2,2,4,2,50,100,10,9,0,0,0,1,0,1
"10/27/2018","Florida State","Clemson",0,20,24,40,44,50,54.5,268,404,1,5,35,33,-21,120,-0.6,3.6,0,3,1,8,1,8,100,100,1,1,1,1,100,100,4,11,1,0,1,1,2,1
"10/27/2018","Georgia State","Coastal Carolina",0,14,13,25,18,56,72.2,231,225,1,1,34,48,290,251,8.5,5.2,4,3,4,4,4,4,100,100,0,3,0,3,NA,100,4,13,1,1,0,0,1,1
"10/27/2018","Houston","South Florida",1,28,26,40,39,70,66.7,419,263,5,1,49,42,263,204,5.4,4.9,3,3,7,4,7,4,100,100,0,2,0,2,NA,100,7,10,0,1,2,1,2,2
"10/27/2018","Kansas","Texas Christian",1,19,23,29,33,65.5,69.7,249,351,2,1,38,39,58,153,1.5,3.9,1,2,3,3,3,3,100,100,2,1,2,1,100,100,9,6,0,1,0,1,0,2
"10/27/2018","Louisiana","Arkansas State",1,19,17,28,31,67.9,54.8,319,270,2,1,39,45,228,208,5.8,4.6,4,5,5,5,5,5,100,100,2,0,2,0,100,NA,11,5,0,0,2,1,2,1
"10/27/2018","Louisville","Wake Forest",0,30,16,54,24,55.6,66.7,358,223,1,2,36,48,174,368,4.8,7.7,4,5,5,8,5,8,100,100,0,0,0,0,NA,NA,5,8,1,0,0,0,1,0
"10/27/2018","Maryland","Illinois",1,13,14,21,32,61.9,43.8,281,261,3,2,48,35,431,232,9,6.6,5,1,9,3,9,3,100,100,0,4,0,4,NA,100,9,15,0,0,0,1,0,1
"10/27/2018","Michigan State","Purdue",1,26,29,46,49,56.5,59.2,318,277,2,0,40,13,108,62,2.7,4.8,0,1,2,1,2,1,100,100,3,2,4,4,75,50,11,7,1,0,0,3,1,3
"10/27/2018","Mississippi State","Texas A&M",1,14,23,22,46,63.6,50,241,232,2,1,31,22,143,61,4.6,2.8,2,0,4,1,4,1,100,100,0,2,0,3,NA,66.7,4,7,0,0,0,1,0,1
"10/27/2018","Missouri","Kentucky",0,15,25,27,39,55.6,64.1,165,294,0,1,35,35,84,91,2.4,2.6,2,0,2,0,2,0,100,NA,0,1,1,1,0,100,2,3,0,0,0,1,0,1
"10/27/2018","North Texas","Rice",1,18,21,35,37,51.4,56.8,333,204,2,1,24,37,164,95,6.8,2.6,3,1,5,2,5,2,100,100,2,1,3,1,66.7,100,11,5,2,1,0,0,2,1
"10/27/2018","Northwestern","Wisconsin",1,17,20,30,33,56.7,60.6,167,158,1,1,49,32,182,165,3.7,5.2,3,1,4,2,4,2,100,100,1,1,1,3,100,33.3,7,5,0,3,3,0,3,3
"10/27/2018","Oklahoma","Kansas State",1,22,13,29,21,75.9,61.9,380,108,3,0,39,32,322,137,8.3,4.3,3,2,6,2,6,2,100,100,3,0,3,0,100,NA,15,2,0,1,0,0,0,1
"10/27/2018","Oklahoma State","Texas",1,23,22,34,42,67.6,52.4,321,283,3,2,51,30,181,119,3.5,4,2,3,5,5,5,5,100,100,1,0,3,0,33.3,NA,8,5,0,0,0,0,0,0
"10/27/2018","Penn State","Iowa",1,13,19,29,50,44.8,38,194,215,1,1,35,38,118,135,3.4,3.6,2,0,3,2,3,2,100,100,3,2,3,2,100,100,12,8,1,0,1,2,2,2
"10/27/2018","Stanford","Washington State",0,34,40,43,50,79.1,80,323,438,4,3,23,19,120,59,5.2,3.1,1,2,5,5,5,5,100,100,1,2,1,2,100,100,8,11,1,0,0,0,1,0
"10/27/2018","Tulsa","Tulane",0,12,10,26,19,46.2,52.6,180,92,1,0,35,55,135,312,3.9,5.7,1,3,2,3,2,3,100,100,1,1,2,1,50,100,5,6,1,1,0,0,1,1
"10/27/2018","Utah State","New Mexico",1,30,18,42,37,71.4,48.6,516,220,4,1,49,30,188,71,3.8,2.4,2,0,7,0,7,0,100,NA,4,1,4,1,100,100,19,3,3,1,0,4,3,5
"10/27/2018","Western Kentucky","Florida International",0,18,19,34,28,52.9,67.9,144,171,0,3,38,38,168,197,4.4,5.2,2,2,0,5,0,5,NA,100,1,1,2,1,50,100,3,8,0,0,1,0,1,0
"10/26/2018","Boston College","Miami (FL)",1,17,19,30,39,56.7,48.7,210,150,1,1,53,36,223,155,4.2,4.3,2,1,3,2,3,2,100,100,2,0,3,0,66.7,NA,9,2,0,0,1,2,1,2
"11/3/2018","Cincinnati","Navy",1,14,3,20,4,70,75,189,47,2,0,41,52,262,124,6.4,2.4,4,0,6,0,6,0,100,NA,0,0,0,0,NA,NA,6,0,0,1,0,0,0,1
"11/3/2018","Clemson","Louisville",1,14,17,20,34,70,50,169,231,5,0,37,36,492,81,13.3,2.3,5,1,11,1,11,2,100,50,0,1,0,1,NA,100,11,4,1,1,1,2,2,3
"11/3/2018","Eastern Michigan","Central Michigan",1,21,12,33,32,63.6,37.5,212,61,1,0,43,32,137,77,3.2,2.4,1,0,2,1,2,1,100,100,1,0,2,0,50,NA,5,1,2,2,1,2,3,4
"11/3/2018","Florida","Missouri",0,19,24,40,32,47.5,75,210,250,1,3,28,42,113,221,4,5.3,1,2,2,5,2,5,100,100,1,1,1,1,100,100,5,8,0,0,0,0,0,0
"11/3/2018","Florida International","Florida Atlantic",0,19,10,34,16,55.9,62.5,234,157,2,2,33,60,96,439,2.9,7.3,0,5,2,7,2,7,100,100,0,0,0,1,NA,0,2,7,1,0,2,0,3,0
"11/3/2018","Georgia State","Texas State",0,21,21,40,26,52.5,80.8,224,325,1,2,43,36,221,164,5.1,4.6,3,4,4,4,4,6,100,66.7,1,0,1,1,100,0,7,4,2,0,0,0,2,0
"11/3/2018","Illinois","Minnesota",1,18,15,25,28,72,53.6,216,260,2,2,35,42,430,178,12.3,4.2,5,2,7,4,7,4,100,100,2,1,2,1,100,100,13,7,2,2,1,0,3,2
"11/3/2018","Kentucky","Georgia",0,23,14,29,20,79.3,70,226,113,1,1,35,50,84,331,2.4,6.6,1,3,2,4,2,4,100,100,1,2,1,2,100,100,5,10,2,2,0,0,2,2
"11/3/2018","Louisiana-Monroe","Georgia Southern",1,13,8,22,15,59.1,53.3,337,78,2,1,42,46,236,138,5.6,3,4,0,5,2,6,2,83.3,100,1,1,1,3,100,33.3,8,5,0,1,2,0,2,1
"11/3/2018","Maryland","Michigan State",0,8,11,24,22,33.3,50,74,87,0,0,29,46,26,269,0.9,5.8,0,3,0,3,0,3,NA,100,1,1,1,1,100,100,3,6,2,0,0,2,2,2
"11/3/2018","Miami (FL)","Duke",0,13,19,28,37,46.4,51.4,111,144,0,1,44,30,300,146,6.8,4.9,2,1,0,2,0,2,NA,100,0,2,1,2,0,100,0,8,2,0,0,1,2,1
"11/3/2018","Michigan","Penn State",1,11,8,17,17,64.7,47.1,144,118,2,0,52,30,259,68,5,2.3,3,1,6,1,6,1,100,100,0,0,1,0,0,NA,6,1,0,1,0,2,0,3
"11/3/2018","Mississippi State","Louisiana Tech",1,17,14,29,31,58.6,45.2,243,98,4,0,36,32,289,140,8,4.4,2,0,6,0,6,0,100,NA,1,1,1,1,100,100,9,3,0,0,0,1,0,1
"11/3/2018","New Mexico","San Diego State",0,9,17,20,25,45,68,41,240,2,1,37,40,101,161,2.7,4,0,3,2,4,3,4,66.7,100,1,1,1,1,100,100,5,7,0,3,1,0,1,3
"11/3/2018","Northwestern","Notre Dame",0,16,22,29,34,55.2,64.7,141,343,1,2,40,40,108,121,2.7,3,2,2,3,4,3,4,100,100,0,1,1,2,0,50,3,7,0,1,0,0,0,1
"11/3/2018","Ohio State","Nebraska",1,18,22,32,33,56.3,66.7,252,266,2,1,40,49,229,184,5.7,3.8,3,3,4,4,4,4,100,100,0,1,0,1,NA,100,4,7,2,1,1,0,3,1
"11/3/2018","Oregon","UCLA",1,19,23,33,49,57.6,46.9,292,297,2,2,42,38,200,199,4.8,5.2,3,1,6,3,6,3,100,100,0,0,1,1,0,0,6,3,0,2,0,1,0,3
"11/3/2018","Purdue","Iowa",1,23,21,32,32,71.9,65.6,333,275,4,1,31,37,101,118,3.3,3.2,1,4,5,3,5,3,100,100,1,1,1,1,100,100,8,6,0,1,2,0,2,1
"11/3/2018","South Florida","Tulane",0,29,4,49,11,59.2,36.4,322,61,0,0,33,52,102,365,3.1,7,2,5,0,5,1,5,0,100,1,2,1,3,100,66.7,3,11,2,1,1,0,3,1
"11/3/2018","Southern Mississippi","Marshall",1,16,17,25,38,64,44.7,134,218,1,1,45,22,88,31,2,1.4,1,1,2,3,3,3,66.7,100,2,1,2,1,100,100,8,6,2,3,0,2,2,5
"11/3/2018","Tennessee","Charlotte",1,16,13,21,25,76.2,52,172,152,1,0,26,37,20,92,0.8,2.5,0,0,2,0,2,0,100,NA,0,1,1,1,0,100,2,3,0,0,0,1,0,1
"11/3/2018","Texas Christian","Kansas State",1,17,16,33,28,51.5,57.1,218,162,1,1,26,47,57,139,2.2,3,1,1,2,1,2,2,100,50,0,0,0,0,NA,NA,2,1,1,2,0,1,1,3
"11/3/2018","Texas Tech","Oklahoma",0,30,20,44,35,68.2,57.1,366,360,4,3,27,44,107,323,4,7.3,2,4,4,7,5,7,80,100,2,0,2,0,100,NA,10,7,0,0,0,2,0,2
"11/3/2018","Troy","Louisiana",1,18,14,22,29,81.8,48.3,317,170,1,0,40,36,110,100,2.8,2.8,1,2,2,1,2,1,100,100,4,1,4,2,100,50,14,4,1,1,0,2,1,3
"11/3/2018","Tulsa","Connecticut",1,9,14,14,28,64.3,50,168,232,4,2,57,50,470,255,8.2,5.1,3,0,7,1,7,1,100,100,0,2,0,2,NA,100,7,7,1,2,0,1,1,3
"11/3/2018","Wake Forest","Syracuse",0,21,23,37,35,56.8,65.7,275,157,2,0,44,60,159,264,3.6,4.4,1,5,3,5,3,5,100,100,1,2,1,2,100,100,6,11,2,0,1,0,3,0
"11/3/2018","Washington State","California",1,35,18,51,33,68.6,54.5,334,179,1,1,15,36,79,112,5.3,3.1,1,0,1,1,2,1,50,100,2,2,3,3,66.7,66.7,7,7,1,0,1,2,2,2
"11/3/2018","Wisconsin","Rutgers",1,12,20,23,39,52.2,51.3,156,261,1,1,46,26,317,72,6.9,2.8,3,1,4,2,4,2,100,100,1,1,1,2,100,50,7,5,0,0,2,0,2,0
"11/2/2018","Middle Tennessee State","Western Kentucky",1,24,16,42,47,57.1,34,228,270,2,1,43,25,256,109,6,4.4,0,0,2,1,2,1,100,100,5,1,5,2,100,50,17,4,0,1,0,1,0,2
"11/10/2018","Iowa","Northwestern",0,27,15,41,30,65.9,50,269,122,1,1,22,46,64,184,2.9,4,0,1,1,2,1,2,100,100,1,0,2,1,50,0,4,2,2,0,0,2,2,2
"11/10/2018","Kansas State","Kansas",1,11,21,18,34,61.1,61.8,126,232,0,2,40,35,175,115,4.4,3.3,3,0,3,2,3,2,100,100,0,1,1,1,0,100,3,5,0,2,0,0,0,2
"11/10/2018","Louisiana","Georgia State",1,16,10,23,21,69.6,47.6,170,121,1,1,37,43,356,252,9.6,5.9,4,2,3,2,4,2,75,100,1,0,1,1,100,0,6,2,0,0,0,1,0,1
"11/10/2018","Memphis","Tulsa",1,16,14,23,26,69.6,53.8,202,140,2,1,55,41,297,112,5.4,2.7,3,2,5,3,6,3,83.3,100,2,0,2,0,100,NA,11,3,1,1,0,0,1,1
"11/10/2018","Michigan State","Ohio State",0,18,24,48,39,37.5,61.5,220,227,0,1,18,45,54,120,3,2.7,0,1,0,3,0,3,NA,100,2,1,3,2,66.7,50,6,6,2,1,1,0,3,1
"11/10/2018","Minnesota","Purdue",1,11,21,20,32,55,65.6,150,145,2,1,41,30,265,88,6.5,2.9,2,0,5,1,5,1,100,100,2,1,2,1,100,100,11,4,0,1,1,0,1,1
"11/10/2018","Missouri","Vanderbilt",1,22,24,33,36,66.7,66.7,253,249,2,3,49,29,253,216,5.2,7.4,2,1,3,4,3,4,100,100,2,0,3,1,66.7,0,9,4,0,0,2,0,2,0
"11/10/2018","Nebraska","Illinois",1,24,11,34,25,70.6,44,290,126,3,0,34,48,316,384,9.3,8,4,5,7,5,7,5,100,100,1,0,1,0,100,NA,10,5,1,3,1,2,2,5
"11/10/2018","Nevada","Colorado State",1,28,23,36,40,77.8,57.5,404,186,4,1,35,33,235,74,6.7,2.2,3,0,5,1,6,1,83.3,100,0,1,0,1,NA,100,5,4,1,0,1,1,2,1
"11/10/2018","Notre Dame","Florida State",1,12,23,25,48,48,47.9,130,216,3,0,50,30,365,106,7.3,3.5,2,2,4,1,5,2,80,50,2,0,2,0,100,NA,10,1,0,1,2,1,2,2
"11/10/2018","Oklahoma","Oklahoma State",1,21,34,30,53,70,64.2,349,501,1,3,47,33,353,139,7.5,4.2,5,4,6,5,6,6,100,83.3,2,0,2,1,100,0,12,5,0,1,0,0,0,1
"11/10/2018","Old Dominion","North Texas",1,21,26,43,44,48.8,59.1,301,240,2,2,34,38,58,155,1.7,4.1,2,2,4,4,4,4,100,100,2,1,2,1,100,100,10,7,0,1,1,1,1,2
"11/10/2018","Penn State","Wisconsin",1,19,9,25,20,76,45,160,60,1,0,47,37,183,209,3.9,5.6,1,1,1,1,2,1,50,100,3,1,5,1,60,100,10,4,2,2,0,2,2,4
"11/10/2018","Rutgers","Michigan",0,9,18,20,27,45,66.7,59,260,0,3,33,40,193,193,5.8,4.8,1,3,1,6,1,6,100,100,0,0,0,0,NA,NA,1,6,1,0,1,0,2,0
"11/10/2018","South Alabama","Louisiana-Monroe",0,14,28,23,33,60.9,84.8,129,376,1,2,31,38,89,175,2.9,4.6,0,3,1,5,1,5,100,100,1,1,2,1,50,100,4,8,0,1,0,0,0,1
"11/10/2018","Stanford","Oregon State",1,25,17,38,35,65.8,48.6,352,236,4,2,30,33,244,168,8.1,5.1,3,0,6,2,7,2,85.7,100,0,1,0,2,NA,50,6,5,0,0,1,1,1,1
"11/10/2018","Tennessee","Kentucky",1,12,23,20,38,60,60.5,197,185,2,1,38,34,219,85,5.8,2.5,1,0,3,1,3,1,100,100,1,0,1,2,100,0,6,1,2,1,0,2,2,3
"11/10/2018","Texas Tech","Texas",0,38,22,48,34,79.2,64.7,454,312,4,4,33,48,141,157,4.3,3.3,0,1,4,5,4,5,100,100,2,2,2,2,100,100,10,11,2,0,1,0,3,0
"11/10/2018","Utah","Oregon",1,18,20,31,33,58.1,60.6,262,288,0,3,46,32,244,117,5.3,3.7,2,0,2,2,2,2,100,100,6,1,6,2,100,50,20,5,0,1,0,0,0,1
"11/10/2018","Utah State","San Jose State",1,35,22,50,42,70,52.4,510,344,5,2,39,20,296,56,7.6,2.8,3,0,8,3,8,3,100,100,2,1,3,1,66.7,100,14,6,0,1,0,2,0,3
"11/9/2018","Boise State","Fresno State",1,24,24,30,35,80,68.6,269,283,1,1,44,28,179,107,4.1,3.8,2,1,3,2,3,2,100,100,1,1,2,3,50,33.3,6,5,0,0,1,0,1,0
"11/9/2018","Syracuse","Louisville",1,14,14,27,31,51.9,45.2,192,210,1,1,54,39,344,203,6.4,5.2,5,2,6,2,6,3,100,66.7,4,1,4,2,100,50,18,5,2,2,1,2,3,4
"11/7/2018","Miami (OH)","Ohio",1,20,16,32,28,62.5,57.1,199,163,1,2,34,32,160,201,4.7,6.3,3,1,4,4,4,4,100,100,0,0,0,1,NA,0,4,4,0,1,0,0,0,1
"11/7/2018","Northern Illinois","Toledo",1,13,26,19,47,68.4,55.3,131,264,1,1,44,42,296,167,6.7,4,3,1,5,0,5,1,100,0,1,1,1,2,100,50,8,3,1,0,1,0,2,0
"11/6/2018","Buffalo","Kent State",1,9,14,21,28,42.9,50,120,83,1,1,57,40,358,100,6.3,2.5,6,1,6,2,7,2,85.7,100,0,0,0,0,NA,NA,6,2,1,0,0,0,1,0
"11/3/2018","Arizona State","Utah",1,19,11,24,26,79.2,42.3,285,147,3,1,50,32,251,178,5,5.6,2,1,5,2,5,2,100,100,1,2,2,2,50,100,8,8,0,0,1,3,1,3
"11/3/2018","Arkansas State","South Alabama",1,27,12,40,22,67.5,54.5,354,93,3,2,37,46,155,156,4.2,3.4,2,0,5,2,5,2,100,100,1,0,2,0,50,NA,8,2,0,0,0,0,0,0
"11/3/2018","Army","Air Force",1,3,12,5,22,60,54.5,44,197,0,0,59,35,242,125,4.1,3.6,2,2,2,0,2,1,100,0,1,0,1,0,100,NA,5,0,0,0,0,1,0,1
"11/3/2018","Auburn","Texas A&M",1,19,16,30,32,63.3,50,259,220,3,1,21,47,19,201,0.9,4.3,1,2,4,3,4,3,100,100,0,1,0,2,NA,50,4,6,0,1,0,1,0,2
"11/3/2018","Baylor","Oklahoma State",1,14,25,26,42,53.8,59.5,158,301,2,1,39,47,244,212,6.3,4.5,2,3,5,4,5,4,100,100,0,1,1,3,0,33.3,5,7,0,1,1,0,1,1
"11/3/2018","Boise State","Brigham Young",1,23,19,35,29,65.7,65.5,214,292,1,0,37,38,113,96,3.1,2.5,2,1,3,1,3,1,100,100,0,3,1,4,0,75,3,10,1,3,1,0,2,3
"11/17/2018","Oklahoma","Kansas",1,21,20,32,28,65.6,71.4,272,176,2,1,38,36,296,348,7.8,9.7,5,4,7,3,8,3,87.5,100,0,1,0,1,NA,100,7,6,1,0,1,0,2,0
"11/17/2018","Oregon","Arizona State",1,19,15,34,32,55.9,46.9,262,182,2,2,39,41,199,142,5.1,3.5,2,1,4,2,4,2,100,100,1,3,1,3,100,100,7,11,2,1,2,0,4,1
"11/17/2018","Purdue","Wisconsin",0,31,16,48,24,64.6,66.7,386,160,4,2,31,51,76,385,2.5,7.5,1,4,5,5,5,5,100,100,3,2,3,3,100,66.7,14,11,1,1,0,0,1,1
"11/17/2018","Rutgers","Penn State",0,5,17,16,37,31.3,45.9,46,183,0,2,55,39,188,139,3.4,3.6,1,0,1,2,1,2,100,100,0,2,0,2,NA,100,1,8,1,1,2,1,3,2
"11/17/2018","San Jose State","Nevada",0,18,19,27,32,66.7,59.4,170,314,2,1,26,47,30,149,1.2,3.2,0,2,0,3,1,3,0,100,0,0,0,1,NA,0,0,3,0,1,1,1,1,2
"11/17/2018","Temple","South Florida",1,20,14,35,23,57.1,60.9,264,82,0,0,39,48,74,184,1.9,3.8,1,2,3,2,3,2,100,100,2,1,3,1,66.7,100,9,5,1,3,1,2,2,5
"11/17/2018","Tennessee","Missouri",0,7,21,21,30,33.3,70,173,257,0,2,28,49,82,227,2.9,4.6,2,3,2,5,2,6,100,83.3,1,3,1,3,100,100,5,14,1,1,2,0,3,1
"11/17/2018","Troy","Texas State",1,13,9,27,23,48.1,39.1,79,155,0,0,47,36,141,129,3,3.6,0,1,0,1,0,1,NA,100,4,0,4,0,100,NA,12,1,0,1,0,5,0,6
"11/17/2018","Washington","Oregon State",1,18,21,25,36,72,58.3,228,229,3,1,42,35,275,134,6.5,3.8,3,1,6,2,6,2,100,100,0,3,1,4,0,75,6,11,0,2,0,0,0,2
"11/17/2018","Washington State","Arizona",1,44,20,56,34,78.6,58.8,482,304,7,4,23,37,123,127,5.3,3.4,2,0,9,4,10,4,90,100,0,0,1,0,0,NA,9,4,0,3,0,1,0,4
"11/17/2018","Wyoming","Air Force",1,15,5,29,9,51.7,55.6,262,53,2,0,29,65,111,362,3.8,5.6,3,3,5,3,5,3,100,100,0,2,0,2,NA,100,5,9,1,0,0,2,1,2
"11/16/2018","New Mexico","Boise State",0,8,17,14,27,57.1,63,103,222,0,3,45,41,159,227,3.5,5.5,1,2,2,6,2,6,100,100,0,1,1,2,0,50,2,9,2,0,1,0,3,0
"11/15/2018","Houston","Tulane",1,17,10,30,24,56.7,41.7,190,147,3,0,48,43,298,212,6.2,4.9,3,2,6,0,6,1,100,0,2,1,2,1,100,100,12,3,0,1,1,3,1,4
"11/15/2018","Kent State","Toledo",0,24,12,41,18,58.5,66.7,314,133,2,2,35,49,183,384,5.2,7.8,2,4,4,8,4,8,100,100,2,0,2,0,100,NA,10,8,0,0,1,0,1,0
"11/15/2018","North Texas","Florida Atlantic",1,23,21,35,35,65.7,60,303,294,2,2,37,47,208,195,5.6,4.1,3,3,5,5,5,5,100,100,2,1,2,2,100,50,11,8,0,0,2,2,2,2
"11/14/2018","Northern Illinois","Miami (OH)",0,15,15,33,24,45.5,62.5,157,107,0,0,37,41,212,94,5.7,2.3,1,0,1,1,1,1,100,100,0,2,0,2,NA,100,1,7,1,0,1,0,2,0
"11/14/2018","Ohio","Buffalo",1,17,10,27,23,63,43.5,209,120,3,0,56,22,437,157,7.8,7.1,4,2,7,2,7,2,100,100,1,1,1,1,100,100,10,5,0,2,1,3,1,5
"11/13/2018","Ball State","Western Michigan",1,22,20,27,29,81.5,69,282,187,3,1,26,67,71,361,2.7,5.4,3,4,6,3,6,3,100,100,0,2,0,2,NA,100,6,9,0,1,2,0,2,1
"11/10/2018","Air Force","New Mexico",1,5,13,6,18,83.3,72.2,145,186,2,0,67,36,478,119,7.1,3.3,4,2,6,3,6,3,100,100,0,1,0,1,NA,100,6,6,3,1,0,1,3,2
"11/10/2018","Alabama","Mississippi State",1,17,11,27,20,63,55,163,125,1,0,45,30,142,44,3.2,1.5,2,0,3,0,3,0,100,NA,1,0,1,1,100,0,6,0,1,1,1,0,2,1
"11/10/2018","Arizona State","UCLA",1,16,26,22,35,72.7,74.3,199,335,1,2,57,29,283,104,5,3.6,3,1,4,4,4,4,100,100,1,0,2,1,50,0,7,4,0,0,1,1,1,1
"11/10/2018","Boston College","Clemson",0,14,29,24,41,58.3,70.7,104,295,0,1,33,30,9,129,0.3,4.3,0,1,1,3,1,3,100,100,0,2,0,2,NA,100,1,9,0,1,0,1,0,2
"11/10/2018","Cincinnati","South Florida",1,17,14,24,32,70.8,43.8,194,232,2,3,52,29,238,81,4.6,2.8,3,0,5,2,5,3,100,66.7,0,1,1,1,0,100,5,5,2,0,0,0,2,0
"11/10/2018","Coastal Carolina","Arkansas State",0,16,23,31,29,51.6,79.3,165,281,2,4,37,29,128,173,3.5,6,0,2,1,5,1,6,100,83.3,1,1,1,2,100,50,4,8,1,1,1,0,2,1
"11/10/2018","Colorado","Washington State",0,21,37,38,61,55.3,60.7,222,346,0,2,16,33,75,131,4.7,4,1,2,1,4,1,4,100,100,0,1,0,1,NA,100,1,7,2,0,1,0,3,0
"11/10/2018","Florida Atlantic","Western Kentucky",1,20,25,25,42,80,59.5,261,228,0,1,58,34,315,123,5.4,3.6,4,1,4,0,4,1,100,0,2,1,3,1,66.7,100,10,3,1,0,1,1,2,1
"11/10/2018","Georgia","Auburn",1,15,25,23,37,65.2,67.6,213,172,2,1,44,20,309,102,7,5.1,1,0,3,1,3,1,100,100,2,1,2,1,100,100,9,4,0,0,1,0,1,0
"11/10/2018","Georgia Southern","Troy",0,14,23,23,30,60.9,76.7,190,314,2,1,34,42,101,140,3,3.3,1,3,3,3,3,3,100,100,0,2,0,4,NA,50,3,9,0,1,0,0,0,1
